,INCIDENTNEIGHBORHOOD,OFFENSES
1001,Marshall-Shadeland,2702 Aggravated Assault. / 2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 2706 Terroristic Threats.
2012,Marshall-Shadeland,2709 Harassment (Non-Specific)
2777,Marshall-Shadeland,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck
92,Marshall-Shadeland,9999 9999 - (Misc. Incident): 
1453,Marshall-Shadeland,9999 9999 - (Misc. Incident): 
773,Marshall-Shadeland,3736 Reckless Driving / 3733 Fleeing or Attempting to Elude Police Officer / 3714 Careless Driving / 4524 Windshield Obstructions and Wipers. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4581 Restraint Systems. / 3362 Maximum Speed Limits.
350,Marshall-Shadeland,4106 Access Device Fraud
774,Marshall-Shadeland,9498 302 (Mental)
2606,Marshall-Shadeland,9498 302 (Mental)
299,Marshall-Shadeland,3921(a) Theft by Unlawful Taking or Disposition - Movable item
983,Marshall-Shadeland,9994 PFA Service
2897,Marshall-Shadeland,3921 Theft by Unlawful Taking or Disposition.
1432,Marshall-Shadeland,9501 Bench Warrant / 9093 Indirect Criminal Contempt
2494,Marshall-Shadeland,8106 Shots Fired / 3323 Stop Signs and Yield Signs.
1125,Marshall-Shadeland,2702 Aggravated Assault. / 2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 2706 Terroristic Threats.
1747,Marshall-Shadeland,3921 Theft by Unlawful Taking or Disposition.
1409,Marshall-Shadeland,3922 Theft by Deception.
2042,Marshall-Shadeland,13(a)(31) Marijuana: Possession Small Amount
1335,Marshall-Shadeland,"4703 Operation of Vehicle without Official Certif. of Inspection / 1301 Registration and Certificate of Title Required. / 1372 Unauthorized Transfer or Use of Registration. / 1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4526 Safety Glass. / 4524 Windshield Obstructions and Wipers. / 7122 Altered, Forged or Counterfeit Documents and Plates / 7124 Fraudulent Use or Removal of Registration Plates / 1311 Registration Card to be Signed and Exhibited on Demand. / 1372 Unauthorized Transfer or Use of Registration. / 3332 Limitations on Turning Around. / 1786 Required Financial Responsibility. / 4706 Prohib. on Expend. for Emission Insp Prog.."
2163,Marshall-Shadeland,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3736 Reckless Driving
429,Marshall-Shadeland,3304 Criminal Mischief.
1252,Marshall-Shadeland,3745 Accidents Involving Damage to Unattended Veh.or Prop.
2742,Marshall-Shadeland,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck
806,Marshall-Shadeland,3921 Theft by Unlawful Taking or Disposition. / 3503(b.1) Criminal Trespass - Simple Trespasser
428,Marshall-Shadeland,9994 PFA Service
1783,Marshall-Shadeland,9501 Bench Warrant
427,Marshall-Shadeland,9994 PFA Service
2739,Marshall-Shadeland,2701 Simple Assault.
163,Marshall-Shadeland,9999 9999 - (Misc. Incident): 
882,Marshall-Shadeland,633.08 Dogs at Large Prohibited
1230,Marshall-Shadeland,8106 Shots Fired
1565,Marshall-Shadeland,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3714 Careless Driving / 3744 Duty to Give Information and Render Aid
1870,Marshall-Shadeland,3802(a)(1) DUI - General Impairment / 1786 Required Financial Responsibility. / 3736 Reckless Driving / 1543 Driving While Operating Privilege is Suspended or Revoked.
2755,Marshall-Shadeland,9999 9999 - (Misc. Incident): 
878,Marshall-Shadeland,029 Missing Juvenile
2927,Marshall-Shadeland,3921 Theft by Unlawful Taking or Disposition.
40,Marshall-Shadeland,9501 Bench Warrant / 3334 Turning Movements and Required Signals.
855,Marshall-Shadeland,9123 Miscellaneous Fire Other Investigation to Continue
312,Marshall-Shadeland,3745 Accidents Involving Damage to Unattended Veh.or Prop.
2930,Marshall-Shadeland,2701 Simple Assault. / 13(a)(16) Possession of Controlled Substance
333,Marshall-Shadeland,3304 Criminal Mischief.
2768,Marshall-Shadeland,3502 Burglary.
288,Marshall-Shadeland,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3714 Careless Driving
901,Marshall-Shadeland,3745 Accidents Involving Damage to Unattended Veh.or Prop.
1926,Marshall-Shadeland,3921(a) Theft by Unlawful Taking or Disposition - Movable item
434,Marshall-Shadeland,3743 Accidents Involving Damage to Attended Veh. or Property
278,Marshall-Shadeland,9993 PFA Service with Weapons Supplement
2126,Marshall-Shadeland,3934 Theft from Vehicle / 4106 Access Device Fraud
833,Marshall-Shadeland,3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance
2218,Marshall-Shadeland,3745 Accidents Involving Damage to Unattended Veh.or Prop.
1408,Marshall-Shadeland,3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving / 3714 Careless Driving / 4524 Windshield Obstructions and Wipers. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4581 Restraint Systems. / 3362 Maximum Speed Limits.
2317,Middle Hill,9504 Lost Property
2659,Middle Hill,3934 Theft from Vehicle / 3921 Theft by Unlawful Taking or Disposition. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another
1261,Middle Hill,3304 Criminal Mischief.
2182,Middle Hill,3921 Theft by Unlawful Taking or Disposition.
832,Middle Hill,3745 Accidents Involving Damage to Unattended Veh.or Prop.
1693,Middle Hill,3745 Accidents Involving Damage to Unattended Veh.or Prop.
2429,Middle Hill,9496 Dead on Arrival (DOA)
755,Middle Hill,2706 Terroristic Threats. / 2701 Simple Assault.
2324,Middle Hill,3743 Accidents Involving Damage to Attended Veh. or Property
360,Middle Hill,8106 Shots Fired
1622,Middle Hill,3745 Accidents Involving Damage to Unattended Veh.or Prop.
2536,Middle Hill,9501 Bench Warrant
1064,Middle Hill,9999 9999 - (Misc. Incident): 
1689,Middle Hill,3502 Burglary. / 3304 Criminal Mischief.
852,Middle Hill,3304 Criminal Mischief.
365,Middle Hill,9496 Dead on Arrival (DOA)
2293,Middle Hill,3934 Theft from Vehicle
366,Middle Hill,2701(a)(3) Simple Assault - Attempts by Physical Menace 
296,Middle Hill,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant
1176,Middle Hill,3304 Criminal Mischief.
2535,Middle Hill,3701 Robbery. / 2701 Simple Assault. / 2706 Terroristic Threats.
408,Middle Hill,2701 Simple Assault. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING
2827,Middle Hill,9997 Overdose Death
464,Middle Hill,5505 Public Drunkenness
411,Middle Hill,3921(a) Theft by Unlawful Taking or Disposition - Movable item
266,Middle Hill,9998 Overdose Other
1224,Middle Hill,9498 302 (Mental)
2141,Middle Hill,9012 Non-Violent Domestic
2807,Middle Hill,9999 9999 - (Misc. Incident): 
1638,Middle Hill,9994 PFA Service
2626,Middle Hill,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item
471,Middle Hill,13(a)(16) Possession of Controlled Substance / 5121 Escape.
38,Middle Hill,9123 Miscellaneous Fire Other Investigation to Continue
1511,Middle Hill,9496 Dead on Arrival (DOA)
1168,Middle Hill,3502 Burglary.
2750,Middle Hill,3934 Theft from Vehicle
1008,Morningside,9497 Aided Case
1825,Morningside,4912 Impersonating a Public Servant. / 3922 Theft by Deception.
1602,Morningside,3743 Accidents Involving Damage to Attended Veh. or Property
908,Morningside,9490 Missing Persons (18 and Over)
1694,Morningside,9999 9999 - (Misc. Incident): 
2943,Morningside,2709 Harassment (Non-Specific)
2262,Morningside,1785 Proof of Financial Responsibility Following Accident.
932,Morningside,3929 Retail Theft.
1308,Morningside,3745 Accidents Involving Damage to Unattended Veh.or Prop.
18,Mount Oliver,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 13(a)(16) Possession of Controlled Substance / 3503 Criminal Trespass
50,Mount Oliver,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake."
2243,Mount Oliver,9496 Dead on Arrival (DOA)
671,Mount Oliver,4120 Identity Theft
518,Mount Oliver,9496 Dead on Arrival (DOA)
556,Mount Washington,9498 302 (Mental)
2245,Mount Washington,3921(a) Theft by Unlawful Taking or Disposition - Movable item
2416,Mount Washington,4120 Identity Theft
868,Mount Washington,3934 Theft from Vehicle
2910,Mount Washington,3934 Theft from Vehicle
2120,Mount Washington,3502 Burglary. / 5505 Public Drunkenness / 3503 Criminal Trespass / 903 Criminal Conspiracy.
914,Mount Washington,3743 Accidents Involving Damage to Attended Veh. or Property
307,Mount Washington,9994 PFA Service
2333,Mount Washington,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck"
2683,Mount Washington,3743 Accidents Involving Damage to Attended Veh. or Property
2069,Mount Washington,4106 Access Device Fraud
2065,Mount Washington,9498 302 (Mental)
1631,Mount Washington,3934 Theft from Vehicle
1520,Mount Washington,3934 Theft from Vehicle
957,Mount Washington,9497 Aided Case
1630,Mount Washington,3934 Theft from Vehicle
1683,Mount Washington,9994 PFA Service
1494,Mount Washington,"3921(a) Theft by Unlawful Taking or Disposition - Movable item / 5703 Intercept, Discl. or Use of Wire, Elect. or Oral Comm."
2946,Mount Washington,2709(b) Stalking / 2709(a)(2) Harassment by Following Person in Public Place(s)
2266,Mount Washington,9994 PFA Service
2676,Mount Washington,029 Missing Juvenile
1555,Mount Washington,3503(b.1) Criminal Trespass - Simple Trespasser
2458,Mount Washington,9994 PFA Service
2135,Mount Washington,3743 Accidents Involving Damage to Attended Veh. or Property
2463,Mount Washington,9496 Dead on Arrival (DOA)
1688,Mount Washington,9497 Aided Case
989,Mount Washington,3928 Unauthorized Use of Automobile and Other Vehicles.
2857,Mount Washington,4915 Failure to Comply with Megans Law
1039,Mount Washington,029 Missing Juvenile
1967,Mount Washington,3934 Theft from Vehicle
477,Mount Washington,3743 Accidents Involving Damage to Attended Veh. or Property
2500,Mount Washington,2709(a) Harassment.
717,Mount Washington,9498 302 (Mental)
244,Mount Washington,4106 Access Device Fraud
1141,Mount Washington,4106 Access Device Fraud
1416,Mount Washington,9999 9999 - (Misc. Incident): 
1939,Mount Washington,3934 Theft from Vehicle
2033,Mount Washington,3934 Theft from Vehicle
397,Mount Washington,9993 PFA Service with Weapons Supplement
1159,Mount Washington,3743 Accidents Involving Damage to Attended Veh. or Property
2731,Mount Washington,9999 9999 - (Misc. Incident): 
1183,Mount Washington,9999 9999 - (Misc. Incident): 
77,Mount Washington,3934 Theft from Vehicle
2517,Mount Washington,3743 Accidents Involving Damage to Attended Veh. or Property
2229,Mount Washington,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3745 Accidents Involving Damage to Unattended Veh.or Prop.
1199,Mount Washington,9994 PFA Service
652,Mount Washington,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another
1845,Mount Washington,9497 Aided Case
56,Mount Washington,4120 Identity Theft
643,Mount Washington,9129 Miscellaneous Investigation
256,Mount Washington,2707.1 Discharge of a Firearm into Occupied Structure / 3304 Criminal Mischief.
1867,Mount Washington,3921(a) Theft by Unlawful Taking or Disposition - Movable item
2234,Mount Washington,3304 Criminal Mischief.
1273,Mount Washington,9489 Found Property
665,Mount Washington,3921 Theft by Unlawful Taking or Disposition.
1796,Mount Washington,3745 Accidents Involving Damage to Unattended Veh.or Prop.
1361,Mount Washington,9999 9999 - (Misc. Incident): 
141,Mount Washington,9489 Found Property
2740,Mount Washington,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another
1200,Mount Washington,9498 302 (Mental)
2566,Mount Washington,3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises
2596,Mount Washington,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 2709(a) Harassment.
2310,Mount Washington,9129 Miscellaneous Investigation
1458,Mount Washington,9123 Miscellaneous Fire Other Investigation to Continue
2852,Mount Washington,9497 Aided Case
370,Mount Washington,3921 Theft by Unlawful Taking or Disposition.
2322,Mount Washington,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2709(a) Harassment. / 5506 Loitering and Prowling at Night / 9012 Non-Violent Domestic
1706,Mount Washington,9994 PFA Service
1083,Mount Washington,2709(a) Harassment.
1997,Mount Washington,3934 Theft from Vehicle
2273,Mount Washington,3304 Criminal Mischief.
1482,Mount Washington,2709 Harassment (Non-Specific) / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows
1108,Mount Washington,3921(a) Theft by Unlawful Taking or Disposition - Movable item
1998,Mount Washington,3934 Theft from Vehicle
364,Mount Washington,3934 Theft from Vehicle
1435,Mount Washington,9497 Aided Case
1697,Mount Washington,9498 302 (Mental)
1484,Mount Washington,9498 302 (Mental)
1671,New Homestead,9994 PFA Service
725,New Homestead,9994 PFA Service
1817,New Homestead,9994 PFA Service
1184,New Homestead,13(a)(16) Possession of Controlled Substance / 3745 Accidents Involving Damage to Unattended Veh.or Prop.
1397,North Oakland,9994 PFA Service
1508,North Oakland,9129 Miscellaneous Investigation
892,North Oakland,9993 PFA Service with Weapons Supplement
993,North Oakland,3934 Theft from Vehicle
2284,North Oakland,9999 9999 - (Misc. Incident): Dispatch Injured Deer
2372,North Oakland,2706 Terroristic Threats.
1299,North Oakland,3929 Retail Theft.
1317,North Oakland,3502 Burglary. / 3304 Criminal Mischief.
2144,North Oakland,2709(a) Harassment.
1627,North Oakland,3745 Accidents Involving Damage to Unattended Veh.or Prop.
238,North Oakland,9501 Bench Warrant
550,North Oakland,9496 Dead on Arrival (DOA)
1004,North Oakland,3802(a)(1) DUI - General Impairment / 1786 Required Financial Responsibility. / 3112 Traffic-Control Signals. / 3736 Reckless Driving
59,North Oakland,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake."
1567,North Oakland,3923 Theft by Extortion.
1615,North Oakland,2709(a) Harassment. / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)
4,North Oakland,"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise"
1341,North Oakland,3309 Driving on Roadways Laned for Traffic. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment
314,North Oakland,9498 302 (Mental)
2466,North Oakland,9501 Bench Warrant
1700,North Oakland,9490 Missing Persons (18 and Over)
454,North Oakland,9999 9999 - (Misc. Incident): 
815,North Oakland,3929 Retail Theft.
379,North Oakland,3802(a)(1) DUI - General Impairment / 3736 Reckless Driving / 1543 Driving While Operating Privilege is Suspended or Revoked.
1412,North Oakland,3921 Theft by Unlawful Taking or Disposition.
1097,North Oakland,9496 Dead on Arrival (DOA)
945,North Oakland,3502 Burglary.
907,North Oakland,9999 9999 - (Misc. Incident): 
479,North Oakland,2709(a) Harassment. / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)
706,North Oakland,4304(a)(1) Endangering Welfare of Children. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 1786 Required Financial Responsibility. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3112 Traffic-Control Signals.
921,North Oakland,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake."
1637,North Oakland,4120 Identity Theft / 901 Criminal Attempt
920,North Oakland,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats. / 4304(a)(1) Endangering Welfare of Children. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 3802(a)(1) DUI - General Impairment / 3361  Driving Vehicle at Safe Speed."
2077,North Oakland,3743 Accidents Involving Damage to Attended Veh. or Property
1433,North Oakland,9999 9999 - (Misc. Incident): 
1448,North Oakland,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake."
918,North Oakland,9999 9999 - (Misc. Incident): 
375,North Oakland,2709(a) Harassment.
2627,North Shore,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING
